Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
Kia,Seltos HTK Plus 1.5 Diesel,21450,2021,12000,Diesel,Manual,Raipur,White,First,Individual,1493 cc,113,250,FWD,4315.0,1800.0,1637.0,5.0,50.0
Hyundai,Santro Era,5330,2019,32000,Petrol,Manual,Zirakpur,Silver,First,Individual,1086 cc,68,99,FWD,3610.0,1645.0,1560.0,5.0,35.0
Land Rover,Range Rover Sport SDV6 S,76700,2014,70000,Diesel,Automatic,Mumbai,Grey,First,Corporate,2993 cc,289,600,AWD,4879.0,2073.0,1780.0,5.0,77.0
Toyota,Innova 2.4 VX 7 STR [2016-2020],27300,2017,112000,Diesel,Manual,Hyderabad,Bronze,First,Individual,2393 cc,148,343,RWD,4735.0,1830.0,1795.0,7.0,55.0
BMW,5-Series 520d Luxury Line [2017-2019],35750,2017,51800,Diesel,Automatic,Navi Mumbai,Black,Second,Individual,1995 cc,188,400,RWD,4936.0,1868.0,1479.0,5.0,65.0
Maruti Suzuki,Ignis Zeta 1.2 AMT,7085,2017,22000,Petrol,Automatic,Delhi,Blue,First,Individual,1197 cc,82,113,FWD,3700.0,1690.0,1595.0,5.0,32.0
Tata,Safari 2.2 VX 4x2,9620,2015,155000,Diesel,Manual,Hyderabad,Black,First,Individual,2179 cc,138,320,RWD,4655.0,1965.0,1922.0,7.0,55.0
Mercedes-Benz,E-Class E 200,31200,2016,60000,Petrol,Automatic,Nashik,Black,Second,Individual,1991 cc,184,300,RWD,4879.0,1854.0,1474.0,5.0,80.0
BMW,5-Series 520d Luxury Line [2017-2019],58500,2018,23000,Diesel,Automatic,Pune,Grey,First,Individual,1995 cc,188,400,RWD,4936.0,1868.0,1479.0,5.0,65.0
Maruti Suzuki,Swift VXi,6045,2014,75000,Petrol,Manual,Mohali,White,First,Individual,1197 cc,85,114,FWD,3850.0,1695.0,1530.0,5.0,42.0
Fiat,Punto Active 1.3,4875,2014,71000,Diesel,Manual,Hyderabad,Maroon,First,Individual,1248 cc,75,197,FWD,3987.0,1687.0,1495.0,5.0,45.0
Audi,Q3 30 TDI Premium FWD,37700,2017,64000,Diesel,Automatic,Chennai,White,First,Individual,1968 cc,150,340,FWD,4385.0,1831.0,1608.0,5.0,64.0
Honda,WR-V VX MT Petrol,10335,2018,45326,Petrol,Manual,Mumbai,White,First,Individual,1199 cc,89,110,FWD,3999.0,1734.0,1601.0,5.0,40.0
Mercedes-Benz,C-Class C 300d AMG line,68250,2020,28079,Diesel,Automatic,Mumbai,Blue,First,Individual,1950 cc,241,500,RWD,4686.0,1810.0,1442.0,5.0,66.0
Audi,A3 35 TDI Premium,37700,2019,15529,Diesel,Automatic,Mumbai,White,First,Individual,1968 cc,141,320,FWD,4456.0,1796.0,1416.0,5.0,50.0
Mercedes-Benz,GLA 200 Sport,29250,2015,43200,Petrol,Automatic,Pune,Silver,First,Corporate,1991 cc,181,300,FWD,4424.0,1804.0,1494.0,5.0,50.0
Honda,City VX CVT Petrol [2017-2019],13650,2017,29386,Petrol,Automatic,Bangalore,Silver,Second,Individual,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],9945,2021,18105,Petrol,Manual,Bangalore,Silver,First,Individual,1197 cc,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0
Maruti Suzuki,S-Cross Sigma 1.3,8775,2017,125372,Diesel,Manual,Coimbatore,Brown,First,Individual,1248 cc,89,200,FWD,4300.0,1765.0,1590.0,5.0,48.0
Audi,A6 35 TDI Matrix,31200,2015,100000,Diesel,Automatic,Jaipur,Blue,First,Individual,1968 cc,190,400,FWD,4933.0,1874.0,1455.0,5.0,75.0
Maruti Suzuki,Eeco 7 STR [2019-2020],6630,2019,40000,Petrol,Manual,Thane,Silver,First,Individual,1196 cc,73,101,RWD,3675.0,1475.0,1800.0,7.0,40.0
Mahindra,XUV700 AX 7 Diesel AT AWD Luxury Pack 7 STR,35750,2022,31000,Diesel,Automatic,Jaipur,Black,First,Individual,2184 cc,182,450,AWD,4695.0,1890.0,1755.0,7.0,60.0
Audi,A7 Sportback 3.0 TDI quattro,33800,2012,42000,Diesel,Automatic,Lucknow,White,First,Individual,2967 cc,241,500,AWD,4969.0,2139.0,1420.0,5.0,65.0
Honda,City 1.5 V AT,6435,2012,65001,Petrol,Automatic,Pune,Red,First,Individual,1497 cc,116,146,FWD,4440.0,1695.0,1485.0,5.0,42.0
Audi,Q7 35 TDI Premium + Sunroof,31200,2014,42533,Diesel,Automatic,Mumbai,Blue,First,Individual,2967 cc,241,550,AWD,5089.0,1983.0,1737.0,7.0,100.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],6435,2018,45000,Petrol,Manual,Mumbai,White,First,Individual,1197 cc,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0
Land Rover,Discovery Sport HSE 7-Seater,54600,2018,36000,Diesel,Automatic,Raipur,White,Second,Individual,2179 cc,148,400,AWD,4600.0,2069.0,1724.0,7.0,65.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],33150,2017,44000,Diesel,Automatic,Delhi,Black,Second,Individual,2755 cc,174,450,RWD,4795.0,1855.0,1835.0,7.0,80.0
Maruti Suzuki,Swift DZire LDI,6240,2016,85000,Diesel,Manual,Lucknow,White,First,Individual,1248 cc,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0
Hyundai,Creta 1.6 SX (O),22750,2021,17000,Diesel,Manual,Kanpur,Black,First,Individual,1582 cc,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0
Maruti Suzuki,Ertiga ZDI + SHVS,11050,2019,72000,Diesel,Manual,Lucknow,Silver,First,Individual,1248 cc,89,200,FWD,4296.0,1695.0,1685.0,7.0,45.0
Hyundai,Santro Sportz AMT [2018-2020],5655,2019,34400,Petrol,Automatic,Ranchi,Silver,First,Individual,1086 cc,68,99,FWD,3610.0,1645.0,1560.0,5.0,35.0
Hyundai,Venue SX (O) 1.0 Turbo iMT,13910,2021,8800,Petrol,Manual,Delhi,White,First,Individual,998 cc,118,172,FWD,3995.0,1770.0,1605.0,5.0,45.0
Honda,City ZX CVT Petrol,19890,2022,2000,Petrol,Automatic,Delhi,Grey,First,Individual,1498 cc,119,145,FWD,4549.0,1748.0,1489.0,5.0,40.0
Hyundai,Creta SX 1.5 Diesel [2020-2022],20774,2020,19700,Diesel,Manual,Mumbai,Maroon,First,Individual,1493 cc,113,250,FWD,4300.0,1790.0,1635.0,5.0,50.0
Hyundai,Verna 1.6 VTVT SX,8385,2016,45000,Petrol,Manual,Delhi,White,First,Individual,1591 cc,121,158,FWD,4375.0,1700.0,1475.0,5.0,43.0
Maruti Suzuki,Swift DZire ZDI AMT,8450,2017,76000,Diesel,Automatic,Navi Mumbai,Silver,First,Individual,1248 cc,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0
Volkswagen,Vento Highline Diesel,7085,2013,110000,Diesel,Manual,Bangalore,Silver,First,Individual,1598 cc,103,250,FWD,4384.0,1699.0,1466.0,5.0,55.0
Honda,City V Petrol,14235,2022,2700,Petrol,Manual,Delhi,Silver,First,Individual,1497 cc,118,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],25675,2018,75000,Diesel,Automatic,Ahmedabad,Grey,First,Individual,2755 cc,172,360,RWD,4735.0,1830.0,1795.0,7.0,55.0
Rolls-Royce,Ghost 6.5,234000,2011,60000,Petrol,Automatic,Mumbai,Maroon,Second,Corporate,6592 cc,570,780,RWD,5399.0,1948.0,1550.0,5.0,82.5
Audi,Q3 35 TDI Technology with Navigation,23907,2017,110000,Diesel,Automatic,Mumbai,Blue,First,Individual,1968 cc,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0
Skoda,Superb L&K TSI AT,19500,2016,70000,Petrol,Automatic,Raipur,White,Second,Individual,1798 cc,177,250,FWD,4861.0,1864.0,1483.0,5.0,66.0
Audi,Q3 35 TDI quattro Premium Plus,27300,2017,42000,Diesel,Automatic,Gurgaon,Silver,First,Individual,1968 cc,184,380,AWD,4385.0,1831.0,1608.0,5.0,64.0
Volkswagen,Polo Comfortline 1.5L (D),4485,2015,70000,Diesel,Manual,Faridabad,Red,First,Individual,1498 cc,89,230,FWD,3971.0,1682.0,1469.0,5.0,45.0
Honda,City V,11050,2018,52890,Petrol,Manual,Gurgaon,Silver,First,Individual,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Hyundai,Creta SX 1.6 AT CRDi,18525,2018,72870,Diesel,Automatic,Mumbai,White,First,Corporate,1582 cc,126,260,FWD,4270.0,1780.0,1665.0,5.0,55.0
Hyundai,Elite i20 Asta 1.2,8775,2017,48591,Petrol,Manual,Hyderabad,White,First,Individual,1197 cc,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0
Mahindra,XUV300 1.5 W6 [2019-2020],12025,2019,60888,Diesel,Manual,Jalandhar,Silver,First,Individual,1497 cc,115,300,FWD,3995.0,1821.0,1627.0,5.0,42.0
Hyundai,Eon Era +,2730,2014,48000,Petrol,Manual,Lucknow,Red,First,Individual,814 cc,55,75,FWD,3495.0,1550.0,1500.0,5.0,32.0
Tata,Nexon XM,9880,2018,20251,Petrol,Manual,Pune,Grey,First,Individual,1198 cc,108,170,FWD,3994.0,1811.0,1607.0,5.0,44.0
Hyundai,Verna 1.6 CRDI SX,8320,2015,49000,Diesel,Manual,Mumbai,White,First,Individual,1582 cc,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0
Maruti Suzuki,Swift VXi,4420,2013,66000,Petrol,Manual,Meerut,White,First,Individual,1197 cc,85,114,FWD,3850.0,1695.0,1530.0,5.0,42.0
Land Rover,Discovery Sport SE R-Dynamic,77935,2020,54200,Diesel,Automatic,Indore,White,First,Individual,1999 cc,177,430,AWD,4600.0,2069.0,1724.0,7.0,70.0
Honda,City S Petrol,9035,2017,51292,Petrol,Manual,Thane,White,First,Individual,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Ford,Figo Trend 1.5L TDCi [2015-2016],6045,2015,89000,Diesel,Manual,Jaipur,Orange,Second,Individual,1498 cc,99,215,FWD,3886.0,1695.0,1525.0,5.0,40.0
Toyota,Glanza V,9555,2019,55000,Petrol,Manual,Jaipur,Silver,First,Individual,1197 cc,82,113,FWD,3995.0,1745.0,1510.0,5.0,37.0
Mercedes-Benz,E-Class E 200 Avantgarde,16900,1988,71000,Petrol,Automatic,Dehradun,Red,Third,Individual,1991 cc,181,300,RWD,5063.0,1860.0,1494.0,5.0,80.0
Hyundai,Alcazar Prestige 7 STR 1.5 Diesel,24037,2021,20000,Diesel,Manual,Karnal,White,First,Individual,1493 cc,113,250,FWD,4500.0,1790.0,1675.0,7.0,50.0
Honda,City V,8905,2016,68500,Petrol,Manual,Ahmedabad,Bronze,First,Individual,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Hyundai,Santa Fe 2WD AT [2014-2017],11375,2014,99000,Diesel,Automatic,Delhi,White,First,Corporate,2199 cc,194,437,AWD,4690.0,1880.0,1690.0,7.0,64.0
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],26520,2018,110000,Diesel,Automatic,Delhi,Bronze,First,Corporate,2755 cc,172,360,RWD,4735.0,1830.0,1795.0,7.0,55.0
Toyota,Glanza G,9100,2019,19244,Petrol,Manual,Zirakpur,Red,First,Individual,1197 cc,82,113,FWD,3995.0,1745.0,1510.0,5.0,37.0
Maruti Suzuki,Wagon R VXi 1.2,7150,2020,19000,Petrol,Manual,Varanasi,Blue,First,Individual,1197 cc,82,113,FWD,3655.0,1620.0,1675.0,5.0,32.0
Hyundai,Santa Fe 2WD AT [2014-2017],10725,2015,75000,Diesel,Automatic,Delhi,Silver,Second,Individual,2199 cc,194,437,AWD,4690.0,1880.0,1690.0,7.0,64.0
Toyota,Innova 2.4 ZX 7 STR [2016-2020],40300,2021,29000,Diesel,Manual,Bangalore,White,First,Individual,2393 cc,148,343,RWD,4735.0,1830.0,1795.0,7.0,55.0
Audi,A6 2.0 TDI Premium,18200,2013,60000,Diesel,Automatic,Pune,Grey,Second,Individual,1968 cc,177,380,FWD,4915.0,1874.0,1455.0,5.0,65.0
Maruti Suzuki,Swift VXi,5525,2015,80000,Petrol,Manual,Noida,White,Second,Individual,1197 cc,85,114,FWD,3850.0,1695.0,1530.0,5.0,42.0
Lexus,NX 300h Luxury [2017-2020],56875,2018,54500,Petrol,Automatic,Delhi,Black,Second,Individual,2494 cc,194,210,AWD,4640.0,1845.0,1645.0,5.0,56.0
Toyota,Innova ZX 2.4 AT 7 STR,39000,2021,38000,Diesel,Automatic,Mumbai,Purple,First,Individual,2393 cc,148,360,RWD,4735.0,1830.0,1795.0,7.0,55.0
Mercedes-Benz,GLC 200 Progressive,85800,2021,16785,Petrol,Automatic,Bangalore,White,First,Individual,1991 cc,194,320,RWD,4658.0,1890.0,1644.0,5.0,66.0
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],8320,2016,52000,Diesel,Manual,Delhi,Blue,Second,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
Hyundai,Santro GL (CNG),3575,2013,76000,CNG,Manual,Delhi,White,First,Individual,1086 cc,62,96,FWD,3565.0,1525.0,1590.0,5.0,35.0
Hyundai,Elite i20 Sportz 1.2 [2016-2017],9035,2019,42678,Petrol,Manual,Mumbai,Blue,First,Individual,1197 cc,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0
Honda,City 1.5 V AT,3185,2010,95000,Petrol,Automatic,Gurgaon,Grey,Second,Individual,1497 cc,118,146,FWD,4420.0,1695.0,1480.0,5.0,42.0
Renault,Duster 110 PS RxL,8970,2016,65000,Diesel,Manual,Delhi,Grey,Second,Individual,1461 cc,108,248,FWD,4315.0,1822.0,1695.0,5.0,50.0
Volkswagen,Taigun Highline 1.0 TSI AT,19500,2021,31000,Petrol,Automatic,Hyderabad,Silver,First,Individual,999 cc,114,178,FWD,4221.0,1760.0,1612.0,5.0,50.0
Maruti Suzuki,Alto VXi,3510,2014,82682,Petrol,Manual,Pune,White,First,Individual,998 cc,67,90,FWD,3620.0,1475.0,1460.0,5.0,35.0
Hyundai,i20 Active 1.4 S,7085,2016,70500,Diesel,Manual,Jamshedpur,White,First,Individual,1396 cc,89,220,FWD,3995.0,1760.0,1555.0,5.0,45.0
MG,Hector Plus Sharp 1.5 DCT Petrol,24375,2021,10000,Petrol,Automatic,Faridabad,Red,First,Individual,1451 cc,141,250,FWD,4720.0,1835.0,1760.0,6.0,60.0
Renault,Kwid RXT [2015-2019],3315,2016,57159,Petrol,Manual,Varanasi,Silver,First,Individual,799 cc,53,72,FWD,3679.0,1579.0,1478.0,5.0,28.0
Land Rover,Discovery HSE,36205,2016,120000,Diesel,Automatic,Delhi,Blue,First,Individual,2993 cc,245,600,AWD,4838.0,1915.0,1837.0,7.0,82.0
Mahindra,Thar LX 4-STR Hard Top Diesel MT,23400,2021,17000,Diesel,Manual,Pune,Black,First,Individual,2184 cc,130,300,AWD,3985.0,1820.0,1844.0,4.0,57.0
Honda,City 1.5 V AT,6175,2012,40000,Petrol,Automatic,Pune,Red,Second,Individual,1497 cc,116,146,FWD,4440.0,1695.0,1485.0,5.0,42.0
Hyundai,Elite i20 Sportz 1.2 (O),8450,2020,58100,Petrol,Manual,Lucknow,White,First,Individual,1197 cc,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0
Toyota,Fortuner 3.0 4x4 MT,15587,2012,12749,Diesel,Manual,Kolkata,Grey,First,Individual,2982 cc,169,343,AWD,4705.0,1840.0,1850.0,7.0,80.0
Hyundai,Santa Fe 4 WD (AT),8450,2013,83466,Diesel,Automatic,Jaipur,White,First,Individual,2199 cc,195,436,AWD,4660.0,1890.0,1760.0,7.0,70.0
Mahindra,Scorpio S2,10335,2015,86000,Diesel,Manual,Purnea,White,Second,Individual,2523 cc,75,200,RWD,4456.0,1820.0,1930.0,8.0,60.0
Mercedes-Benz,C-Class C 200 Avantgarde,31005,2015,60921,Petrol,Automatic,Pune,Black,Second,Individual,1991 cc,181,300,RWD,4686.0,1810.0,1442.0,5.0,66.0
Audi,Q5 2.0 TDI quattro Premium,22100,2014,78000,Diesel,Automatic,Ahmedabad,Brown,First,Individual,1968 cc,174,380,AWD,4629.0,1898.0,1653.0,5.0,75.0
Hyundai,Verna Fluidic 1.6 VTVT SX Opt,4940,2012,53000,Petrol,Manual,Mumbai,Grey,First,Corporate,1591 cc,121,158,FWD,4370.0,1700.0,1475.0,5.0,43.0
Renault,Kwid 1.0 RXT [2016-2019],3835,2016,34736,Petrol,Manual,Hyderabad,Red,First,Individual,999 cc,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0
Tata,Harrier XZ,22750,2020,14400,Diesel,Manual,Ahmedabad,Silver,First,Individual,1956 cc,168,350,FWD,4598.0,1894.0,1706.0,5.0,50.0
Mahindra,Thar CRDe 4x4 Non AC,6825,2015,85000,Diesel,Manual,Ambala Cantt,Green,Second,Individual,2498 cc,105,247,AWD,3920.0,1710.0,1930.0,7.0,60.0
Audi,A3 35 TFSI Premium Plus,28340,2018,77590,Petrol,Automatic,Delhi,Blue,First,Individual,1395 cc,148,250,FWD,4456.0,1796.0,1416.0,5.0,50.0
Ford,Mustang GT Fastback 5.0L v8,104000,2017,25000,Petrol,Automatic,Chennai,Black,Third,Individual,4951 cc,396,515,RWD,4784.0,2080.0,1391.0,4.0,60.9
Jaguar,F-Pace Prestige,56225,2018,40545,Diesel,Automatic,Ahmedabad,Grey,First,Individual,1999 cc,177,430,AWD,4731.0,2071.0,1651.0,5.0,82.0
Maruti Suzuki,Alto LXi CNG,2015,2009,56852,CNG,Manual,Kanpur,Gold,Second,Individual,796 cc,39,54,FWD,3495.0,1475.0,1460.0,5.0,35.0
Maruti Suzuki,DZire ZXi Plus AMT,9555,2018,42000,Petrol,Automatic,Mumbai,Blue,First,Individual,1197 cc,82,113,FWD,3995.0,1735.0,1515.0,5.0,37.0
Skoda,Rapid Style 1.6 MPI AT,11700,2018,55000,Petrol,Automatic,Pune,Grey,Second,Individual,1598 cc,104,153,FWD,4413.0,1699.0,1466.0,5.0,55.0
Skoda,Superb Elegance 1.8 TSI AT,10335,2014,53000,Petrol,Automatic,Delhi,White,Second,Individual,1798 cc,158,250,FWD,4838.0,1817.0,1482.0,5.0,60.0
MINI,Cooper D 3 Door,42900,2018,17000,Diesel,Automatic,Delhi,Green,First,Individual,1496 cc,114,270,FWD,3821.0,1727.0,1414.0,5.0,44.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],49075,2020,50000,Diesel,Automatic,Mumbai,White,First,Individual,2755 cc,174,450,RWD,4795.0,1855.0,1835.0,7.0,80.0
Maruti Suzuki,Vitara Brezza VDi,9425,2017,75793,Diesel,Manual,Navi Mumbai,White,First,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
Volvo,S60 Kinetic D4,12935,2012,89311,Diesel,Automatic,Hyderabad,White,First,Individual,1984 cc,165,400,FWD,4635.0,1865.0,1484.0,5.0,67.5
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],10205,2018,80000,Diesel,Manual,Mohali,Grey,First,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
Porsche,Macan S [2019-2020],97500,2020,38000,Petrol,Automatic,Ahmedabad,Blue,First,Individual,2995 cc,349,480,AWD,4696.0,1923.0,1624.0,5.0,65.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],36387,2019,69500,Diesel,Automatic,Delhi,White,Second,Individual,2755 cc,174,450,RWD,4795.0,1855.0,1835.0,7.0,80.0
Maruti Suzuki,Wagon R VXI,5070,2018,66794,Petrol,Manual,Kolkata,Others,First,Individual,998 cc,67,90,FWD,3599.0,1495.0,1700.0,5.0,35.0
Porsche,Macan Base [2019-2020],117000,2019,27000,Petrol,Automatic,Hyderabad,Red,First,Corporate,1984 cc,248,370,AWD,4696.0,1923.0,1624.0,5.0,65.0
Maruti Suzuki,Baleno Zeta 1.2 AT,8775,2017,35616,Petrol,Automatic,Pune,Blue,First,Individual,1197 cc,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0
Maruti Suzuki,Eeco 5 STR [2014-2019],4160,2015,64000,Petrol,Manual,Ranchi,Blue,First,Individual,1196 cc,73,101,RWD,3675.0,1475.0,1800.0,5.0,40.0
Maruti Suzuki,Baleno Zeta 1.2 AT,10920,2020,7000,Petrol,Automatic,Chennai,Maroon,First,Individual,1197 cc,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0
Maruti Suzuki,Wagon R VXI,4030,2015,45000,Petrol,Manual,Ranchi,Brown,First,Individual,998 cc,67,90,FWD,3599.0,1495.0,1700.0,5.0,35.0
Maruti Suzuki,Ertiga LXI,10335,2017,9000,Petrol,Manual,Delhi,Grey,First,Individual,1373 cc,94,130,FWD,4296.0,1695.0,1685.0,7.0,45.0
Maruti Suzuki,Wagon R LXI CNG,4030,2015,67738,CNG,Manual,Delhi,White,Second,Individual,998 cc,58,77,FWD,3599.0,1495.0,1700.0,5.0,35.0
Toyota,Glanza G,11180,2021,11030,Petrol,Manual,Bangalore,Blue,First,Individual,1197 cc,82,113,FWD,3995.0,1745.0,1510.0,5.0,37.0
Hyundai,i10 Magna 1.2 Kappa2,5070,2015,49123,Petrol,Manual,Patna,White,First,Individual,1197 cc,79,112,FWD,3585.0,1595.0,1550.0,5.0,35.0
Maruti Suzuki,Swift DZire LDI,6760,2018,46000,Diesel,Manual,Bhubaneswar,White,First,Individual,1248 cc,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],8775,2018,64000,Diesel,Manual,Lucknow,White,First,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,S-Presso VXi,6175,2021,7942,Petrol,Manual,Thane,Red,First,Individual,998 cc,67,90,FWD,3565.0,1520.0,1564.0,5.0,27.0
Maruti Suzuki,Alto 800 Lxi,3445,2017,52100,Petrol,Manual,Lucknow,White,First,Individual,796 cc,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0
Skoda,Rapid Ambition 1.6 TDI CR MT,12350,2019,32809,Diesel,Manual,Coimbatore,Silver,First,Individual,1598 cc,105,250,FWD,4386.0,1699.0,1466.0,5.0,55.0
Toyota,Fortuner 3.0 4x2 AT,22750,2014,101000,Diesel,Automatic,Jalandhar,White,First,Individual,2982 cc,169,360,RWD,4705.0,1840.0,1850.0,7.0,80.0
Audi,A3 35 TDI Premium Plus + Sunroof,28925,2016,40500,Diesel,Automatic,Mumbai,White,First,Individual,1968 cc,141,320,FWD,4456.0,1796.0,1416.0,5.0,50.0
Jeep,Compass Sport 1.4 Petrol,22737,2021,25700,Petrol,Manual,Karnal,Black,First,Corporate,1368 cc,160,250,FWD,4395.0,1818.0,1640.0,5.0,60.0
Mercedes-Benz,M-Class ML 250 CDI,29250,2014,85000,Diesel,Automatic,Delhi,White,Second,Individual,2143 cc,203,500,AWD,4804.0,2141.0,1796.0,5.0,70.0
Hyundai,Elite i20 Asta 1.2 (O) [2016],8970,2017,17268,Petrol,Manual,Nashik,Red,First,Individual,1197 cc,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0
Maruti Suzuki,Baleno Zeta 1.2,7293,2017,68000,Petrol,Manual,Noida,Brown,First,Individual,1197 cc,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0
Maruti Suzuki,Swift DZire VXI AT,7735,2017,44100,Petrol,Automatic,Mumbai,Silver,First,Corporate,1197 cc,83,115,FWD,3995.0,1695.0,1555.0,5.0,42.0
Hyundai,i20 Magna (O) 1.2,5850,2014,23000,Petrol,Manual,Ahmedabad,Brown,First,Individual,1197 cc,83,113,FWD,3995.0,1710.0,1505.0,5.0,45.0
Mercedes-Benz,GLE 250 d,59670,2018,95786,Diesel,Automatic,Delhi,Black,First,Individual,2143 cc,201,500,AWD,4819.0,2141.0,1796.0,5.0,93.0
Audi,Q3 35 TDI Technology,27950,2016,95401,Diesel,Automatic,Bangalore,Black,First,Individual,1968 cc,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0
Kia,Seltos GTX Plus 1.4 DCT,24050,2020,7000,Petrol,Automatic,Bangalore,Black,First,Individual,1353 cc,138,242,FWD,4315.0,1800.0,1645.0,5.0,50.0
Hyundai,Elantra SX (O) 2.0 AT,15275,2017,24000,Petrol,Automatic,Mumbai,White,First,Individual,1999 cc,150,192,FWD,4620.0,1800.0,1465.0,5.0,50.0
Hyundai,Accent Executive,5200,2015,41273,Petrol,Manual,Mumbai,White,First,Individual,1495 cc,94,125,FWD,4250.0,1670.0,1370.0,5.0,45.0
Hyundai,Creta SX 1.6 CRDi,14300,2018,65954,Diesel,Manual,Pune,Red,First,Individual,1582 cc,126,260,FWD,4270.0,1780.0,1665.0,5.0,55.0
Hyundai,i10 Sportz 1.2 Kappa2,5135,2016,28000,Petrol,Manual,Mumbai,Maroon,First,Individual,1197 cc,79,112,FWD,3585.0,1595.0,1550.0,5.0,35.0
Maruti Suzuki,S-Presso VXi Plus,5525,2021,38848,Petrol,Manual,Panchkula,Silver,First,Individual,998 cc,67,90,FWD,3565.0,1520.0,1564.0,5.0,27.0
Toyota,Innova 2.4 ZX 7 STR [2016-2020],28470,2017,30000,Diesel,Manual,Chennai,Maroon,First,Individual,2393 cc,148,343,RWD,4735.0,1830.0,1795.0,7.0,55.0
Lexus,ES 300h Exquisite [2020-2021],62400,2020,27000,Hybrid,Automatic,Mumbai,Blue,First,Individual,2487 cc,176,221,FWD,4975.0,1865.0,1445.0,5.0,50.0
Maruti Suzuki,Swift DZire LXI (O),5473,2017,69000,Petrol,Manual,Faridabad,Grey,First,Individual,1197 cc,83,115,FWD,3995.0,1695.0,1555.0,5.0,42.0
Hyundai,i20 Active 1.2 SX,7280,2016,22700,Petrol,Manual,Mumbai,Red,First,Individual,1197 cc,82,115,FWD,3995.0,1760.0,1555.0,5.0,45.0
Audi,Q3 35 TDI quattro Technology,42250,2019,41000,Diesel,Automatic,Hyderabad,White,Second,Individual,1968 cc,184,380,AWD,4385.0,1831.0,1608.0,5.0,64.0
Mahindra,Scorpio S10,11375,2014,100000,Diesel,Manual,Mumbai,Red,Second,Individual,2179 cc,120,280,RWD,4456.0,1820.0,1995.0,8.0,60.0
Maruti Suzuki,Ciaz Alpha 1.4 MT,11687,2018,13066,Petrol,Manual,Bangalore,Grey,First,Individual,1373 cc,91,130,FWD,4490.0,1730.0,1485.0,5.0,43.0
Renault,Duster 85 PS RxL,5525,2015,75000,Diesel,Manual,Kanpur,Black,First,Individual,1461 cc,84,200,FWD,4315.0,1822.0,1695.0,5.0,50.0
Maruti Suzuki,S-Presso VXi (O),5525,2019,53241,Petrol,Manual,Mirzapur,Grey,First,Individual,998 cc,67,90,FWD,3565.0,1520.0,1564.0,5.0,27.0
MINI,Countryman Cooper S JCW Inspired,50375,2021,12000,Petrol,Automatic,Delhi,Green,First,Individual,1998 cc,189,280,FWD,4299.0,1822.0,1557.0,5.0,47.0
Honda,City 1.5 S MT,6500,2013,65000,Petrol,Manual,Chennai,Brown,First,Individual,1497 cc,116,146,FWD,4440.0,1695.0,1485.0,5.0,42.0
Toyota,Fortuner 3.0 4x2 MT,15925,2012,97000,Diesel,Manual,Jalandhar,White,Second,Individual,2982 cc,169,343,RWD,4705.0,1840.0,1850.0,7.0,80.0
