Age,Make,Model,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
6,Audi,Q3 35 TDI quattro Premium Plus,27300,42000,Diesel,Automatic,Gurgaon,Silver,First,Individual,1968,184.0,1750,AWD,4385.0,1831.0,1608.0,5.0,64.0
8,Volkswagen,Polo Comfortline 1.5L (D),4485,70000,Diesel,Manual,Faridabad,Red,First,Individual,1498,89.0,1500,FWD,3971.0,1682.0,1469.0,5.0,45.0
5,Honda,City V,11050,52890,Petrol,Manual,Gurgaon,Silver,First,Individual,1497,117.0,4600,FWD,4440.0,1695.0,1495.0,5.0,40.0
5,Hyundai,Creta SX 1.6 AT CRDi,18525,72870,Diesel,Automatic,Mumbai,White,First,Corporate,1582,126.0,1500,FWD,4270.0,1780.0,1665.0,5.0,55.0
6,Hyundai,Elite i20 Asta 1.2,8775,48591,Petrol,Manual,Hyderabad,White,First,Individual,1197,82.0,4000,FWD,3985.0,1734.0,1505.0,5.0,45.0
4,Mahindra,XUV300 1.5 W6 [2019-2020],12025,60888,Diesel,Manual,Jalandhar,Silver,First,Individual,1497,115.0,1500,FWD,3995.0,1821.0,1627.0,5.0,42.0
9,Hyundai,Eon Era +,2730,48000,Petrol,Manual,Lucknow,Red,First,Individual,814,55.0,4000,FWD,3495.0,1550.0,1500.0,5.0,32.0
5,Tata,Nexon XM,9880,20251,Petrol,Manual,Pune,Grey,First,Individual,1198,108.0,1750,FWD,3994.0,1811.0,1607.0,5.0,44.0
8,Hyundai,Verna 1.6 CRDI SX,8320,49000,Diesel,Manual,Mumbai,White,First,Individual,1582,126.0,1900,FWD,4375.0,1700.0,1475.0,5.0,43.0
10,Maruti Suzuki,Swift VXi,4420,66000,Petrol,Manual,Meerut,White,First,Individual,1197,85.0,4000,FWD,3850.0,1695.0,1530.0,5.0,42.0
3,Land Rover,Discovery Sport SE R-Dynamic,77935,54200,Diesel,Automatic,Indore,White,First,Individual,1999,177.0,1750,AWD,4600.0,2069.0,1724.0,7.0,70.0
6,Honda,City S Petrol,9035,51292,Petrol,Manual,Thane,White,First,Individual,1497,117.0,4600,FWD,4440.0,1695.0,1495.0,5.0,40.0
8,Ford,Figo Trend 1.5L TDCi [2015-2016],6045,89000,Diesel,Manual,Jaipur,Orange,Second,Individual,1498,99.0,1750,FWD,3886.0,1695.0,1525.0,5.0,40.0
4,Toyota,Glanza V,9555,55000,Petrol,Manual,Jaipur,Silver,First,Individual,1197,82.0,4200,FWD,3995.0,1745.0,1510.0,5.0,37.0
35,Mercedes-Benz,E-Class E 200 Avantgarde,16900,71000,Petrol,Automatic,Dehradun,Red,Third,Individual,1991,181.0,1200,RWD,5063.0,1860.0,1494.0,5.0,80.0
2,Hyundai,Alcazar Prestige 7 STR 1.5 Diesel,24037,20000,Diesel,Manual,Karnal,White,First,Individual,1493,113.0,1500,FWD,4500.0,1790.0,1675.0,7.0,50.0
7,Honda,City V,8905,68500,Petrol,Manual,Ahmedabad,Bronze,First,Individual,1497,117.0,4600,FWD,4440.0,1695.0,1495.0,5.0,40.0
9,Hyundai,Santa Fe 2WD AT [2014-2017],11375,99000,Diesel,Automatic,Delhi,White,First,Corporate,2199,194.0,1800,AWD,4690.0,1880.0,1690.0,7.0,64.0
5,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],26520,110000,Diesel,Automatic,Delhi,Bronze,First,Corporate,2755,172.0,1200,RWD,4735.0,1830.0,1795.0,7.0,55.0
4,Toyota,Glanza G,9100,19244,Petrol,Manual,Zirakpur,Red,First,Individual,1197,82.0,4200,FWD,3995.0,1745.0,1510.0,5.0,37.0
3,Maruti Suzuki,Wagon R VXi 1.2,7150,19000,Petrol,Manual,Varanasi,Blue,First,Individual,1197,82.0,4200,FWD,3655.0,1620.0,1675.0,5.0,32.0
8,Hyundai,Santa Fe 2WD AT [2014-2017],10725,75000,Diesel,Automatic,Delhi,Silver,Second,Individual,2199,194.0,1800,AWD,4690.0,1880.0,1690.0,7.0,64.0
2,Toyota,Innova 2.4 ZX 7 STR [2016-2020],40300,29000,Diesel,Manual,Bangalore,White,First,Individual,2393,148.0,1400,RWD,4735.0,1830.0,1795.0,7.0,55.0
10,Audi,A6 2.0 TDI Premium,18200,60000,Diesel,Automatic,Pune,Grey,Second,Individual,1968,177.0,1750,FWD,4915.0,1874.0,1455.0,5.0,65.0
8,Maruti Suzuki,Swift VXi,5525,80000,Petrol,Manual,Noida,White,Second,Individual,1197,85.0,4000,FWD,3850.0,1695.0,1530.0,5.0,42.0
5,Lexus,NX 300h Luxury [2017-2020],56875,54500,Petrol,Automatic,Delhi,Black,Second,Individual,2494,194.0,4200,AWD,4640.0,1845.0,1645.0,5.0,56.0
2,Toyota,Innova ZX 2.4 AT 7 STR,39000,38000,Diesel,Automatic,Mumbai,Purple,First,Individual,2393,148.0,1400,RWD,4735.0,1830.0,1795.0,7.0,55.0
2,Mercedes-Benz,GLC 200 Progressive,85800,16785,Petrol,Automatic,Bangalore,White,First,Individual,1991,194.0,1650,RWD,4658.0,1890.0,1644.0,5.0,66.0
7,Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],8320,52000,Diesel,Manual,Delhi,Blue,Second,Individual,1248,89.0,1750,FWD,3995.0,1790.0,1640.0,5.0,48.0
10,Hyundai,Santro GL (CNG),3575,76000,CNG,Manual,Delhi,White,First,Individual,1086,62.0,3000,FWD,3565.0,1525.0,1590.0,5.0,35.0
4,Hyundai,Elite i20 Sportz 1.2 [2016-2017],9035,42678,Petrol,Manual,Mumbai,Blue,First,Individual,1197,82.0,4000,FWD,3985.0,1734.0,1505.0,5.0,45.0
13,Honda,City 1.5 V AT,3185,95000,Petrol,Automatic,Gurgaon,Grey,Second,Individual,1497,118.0,4600,FWD,4420.0,1695.0,1480.0,5.0,42.0
7,Renault,Duster 110 PS RxL,8970,65000,Diesel,Manual,Delhi,Grey,Second,Individual,1461,108.0,2250,FWD,4315.0,1822.0,1695.0,5.0,50.0
2,Volkswagen,Taigun Highline 1.0 TSI AT,19500,31000,Petrol,Automatic,Hyderabad,Silver,First,Individual,999,114.0,1750,FWD,4221.0,1760.0,1612.0,5.0,50.0
9,Maruti Suzuki,Alto VXi,3510,82682,Petrol,Manual,Pune,White,First,Individual,998,67.0,3500,FWD,3620.0,1475.0,1460.0,5.0,35.0
7,Hyundai,i20 Active 1.4 S,7085,70500,Diesel,Manual,Jamshedpur,White,First,Individual,1396,89.0,1500,FWD,3995.0,1760.0,1555.0,5.0,45.0
2,MG,Hector Plus Sharp 1.5 DCT Petrol,24375,10000,Petrol,Automatic,Faridabad,Red,First,Individual,1451,141.0,1600,FWD,4720.0,1835.0,1760.0,6.0,60.0
7,Renault,Kwid RXT [2015-2019],3315,57159,Petrol,Manual,Varanasi,Silver,First,Individual,799,53.0,4386,FWD,3679.0,1579.0,1478.0,5.0,28.0
7,Land Rover,Discovery HSE,36205,120000,Diesel,Automatic,Delhi,Blue,First,Individual,2993,245.0,2000,AWD,4838.0,1915.0,1837.0,7.0,82.0
2,Mahindra,Thar LX 4-STR Hard Top Diesel MT,23400,17000,Diesel,Manual,Pune,Black,First,Individual,2184,130.0,1600,AWD,3985.0,1820.0,1844.0,4.0,57.0
11,Honda,City 1.5 V AT,6175,40000,Petrol,Automatic,Pune,Red,Second,Individual,1497,116.0,4800,FWD,4440.0,1695.0,1485.0,5.0,42.0
3,Hyundai,Elite i20 Sportz 1.2 (O),8450,58100,Petrol,Manual,Lucknow,White,First,Individual,1197,82.0,4000,FWD,3985.0,1734.0,1505.0,5.0,45.0
11,Toyota,Fortuner 3.0 4x4 MT,15587,12749,Diesel,Manual,Kolkata,Grey,First,Individual,2982,169.0,1400,AWD,4705.0,1840.0,1850.0,7.0,80.0
10,Hyundai,Santa Fe 4 WD (AT),8450,83466,Diesel,Automatic,Jaipur,White,First,Individual,2199,195.0,1800,AWD,4660.0,1890.0,1760.0,7.0,70.0
8,Mahindra,Scorpio S2,10335,86000,Diesel,Manual,Purnea,White,Second,Individual,2523,75.0,1400,RWD,4456.0,1820.0,1930.0,8.0,60.0
8,Mercedes-Benz,C-Class C 200 Avantgarde,31005,60921,Petrol,Automatic,Pune,Black,Second,Individual,1991,181.0,1200,RWD,4686.0,1810.0,1442.0,5.0,66.0
9,Audi,Q5 2.0 TDI quattro Premium,22100,78000,Diesel,Automatic,Ahmedabad,Brown,First,Individual,1968,174.0,1750,AWD,4629.0,1898.0,1653.0,5.0,75.0
11,Hyundai,Verna Fluidic 1.6 VTVT SX Opt,4940,53000,Petrol,Manual,Mumbai,Grey,First,Corporate,1591,121.0,4200,FWD,4370.0,1700.0,1475.0,5.0,43.0
7,Renault,Kwid 1.0 RXT [2016-2019],3835,34736,Petrol,Manual,Hyderabad,Red,First,Individual,999,67.0,4250,FWD,3679.0,1579.0,1478.0,5.0,28.0
3,Tata,Harrier XZ,22750,14400,Diesel,Manual,Ahmedabad,Silver,First,Individual,1956,168.0,1750,FWD,4598.0,1894.0,1706.0,5.0,50.0
8,Mahindra,Thar CRDe 4x4 Non AC,6825,85000,Diesel,Manual,Ambala Cantt,Green,Second,Individual,2498,105.0,1800,AWD,3920.0,1710.0,1930.0,7.0,60.0
5,Audi,A3 35 TFSI Premium Plus,28340,77590,Petrol,Automatic,Delhi,Blue,First,Individual,1395,148.0,1500,FWD,4456.0,1796.0,1416.0,5.0,50.0
6,Ford,Mustang GT Fastback 5.0L v8,104000,25000,Petrol,Automatic,Chennai,Black,Third,Individual,4951,396.0,4250,RWD,4784.0,2080.0,1391.0,4.0,60.9
5,Jaguar,F-Pace Prestige,56225,40545,Diesel,Automatic,Ahmedabad,Grey,First,Individual,1999,177.0,1750,AWD,4731.0,2071.0,1651.0,5.0,82.0
14,Maruti Suzuki,Alto LXi CNG,2015,56852,CNG,Manual,Kanpur,Gold,Second,Individual,796,39.0,3000,FWD,3495.0,1475.0,1460.0,5.0,35.0
5,Maruti Suzuki,DZire ZXi Plus AMT,9555,42000,Petrol,Automatic,Mumbai,Blue,First,Individual,1197,82.0,4200,FWD,3995.0,1735.0,1515.0,5.0,37.0
5,Skoda,Rapid Style 1.6 MPI AT,11700,55000,Petrol,Automatic,Pune,Grey,Second,Individual,1598,104.0,3750,FWD,4413.0,1699.0,1466.0,5.0,55.0
9,Skoda,Superb Elegance 1.8 TSI AT,10335,53000,Petrol,Automatic,Delhi,White,Second,Individual,1798,158.0,1500,FWD,4838.0,1817.0,1482.0,5.0,60.0
5,MINI,Cooper D 3 Door,42900,17000,Diesel,Automatic,Delhi,Green,First,Individual,1496,114.0,1750,FWD,3821.0,1727.0,1414.0,5.0,44.0
3,Toyota,Fortuner 2.8 4x2 AT [2016-2020],49075,50000,Diesel,Automatic,Mumbai,White,First,Individual,2755,174.0,1600,RWD,4795.0,1855.0,1835.0,7.0,80.0
6,Maruti Suzuki,Vitara Brezza VDi,9425,75793,Diesel,Manual,Navi Mumbai,White,First,Individual,1248,89.0,1750,FWD,3995.0,1790.0,1640.0,5.0,48.0
11,Volvo,S60 Kinetic D4,12935,89311,Diesel,Automatic,Hyderabad,White,First,Individual,1984,165.0,2750,FWD,4635.0,1865.0,1484.0,5.0,67.5
5,Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],10205,80000,Diesel,Manual,Mohali,Grey,First,Individual,1248,89.0,1750,FWD,3995.0,1790.0,1640.0,5.0,48.0
3,Porsche,Macan S [2019-2020],97500,38000,Petrol,Automatic,Ahmedabad,Blue,First,Individual,2995,349.0,1360,AWD,4696.0,1923.0,1624.0,5.0,65.0
4,Toyota,Fortuner 2.8 4x2 AT [2016-2020],36387,69500,Diesel,Automatic,Delhi,White,Second,Individual,2755,174.0,1600,RWD,4795.0,1855.0,1835.0,7.0,80.0
5,Maruti Suzuki,Wagon R VXI,5070,66794,Petrol,Manual,Kolkata,Others,First,Individual,998,67.0,3500,FWD,3599.0,1495.0,1700.0,5.0,35.0
4,Porsche,Macan Base [2019-2020],117000,27000,Petrol,Automatic,Hyderabad,Red,First,Corporate,1984,248.0,1600,AWD,4696.0,1923.0,1624.0,5.0,65.0
6,Maruti Suzuki,Baleno Zeta 1.2 AT,8775,35616,Petrol,Automatic,Pune,Blue,First,Individual,1197,83.0,4000,FWD,3995.0,1745.0,1500.0,5.0,37.0
8,Maruti Suzuki,Eeco 5 STR [2014-2019],4160,64000,Petrol,Manual,Ranchi,Blue,First,Individual,1196,73.0,3000,RWD,3675.0,1475.0,1800.0,5.0,40.0
3,Maruti Suzuki,Baleno Zeta 1.2 AT,10920,7000,Petrol,Automatic,Chennai,Maroon,First,Individual,1197,83.0,4000,FWD,3995.0,1745.0,1500.0,5.0,37.0
8,Maruti Suzuki,Wagon R VXI,4030,45000,Petrol,Manual,Ranchi,Brown,First,Individual,998,67.0,3500,FWD,3599.0,1495.0,1700.0,5.0,35.0
6,Maruti Suzuki,Ertiga LXI,10335,9000,Petrol,Manual,Delhi,Grey,First,Individual,1373,94.0,4000,FWD,4296.0,1695.0,1685.0,7.0,45.0
8,Maruti Suzuki,Wagon R LXI CNG,4030,67738,CNG,Manual,Delhi,White,Second,Individual,998,58.0,3500,FWD,3599.0,1495.0,1700.0,5.0,35.0
2,Toyota,Glanza G,11180,11030,Petrol,Manual,Bangalore,Blue,First,Individual,1197,82.0,4200,FWD,3995.0,1745.0,1510.0,5.0,37.0
8,Hyundai,i10 Magna 1.2 Kappa2,5070,49123,Petrol,Manual,Patna,White,First,Individual,1197,79.0,4000,FWD,3585.0,1595.0,1550.0,5.0,35.0
5,Maruti Suzuki,Swift DZire LDI,6760,46000,Diesel,Manual,Bhubaneswar,White,First,Individual,1248,74.0,2000,FWD,3995.0,1695.0,1555.0,5.0,42.0
5,Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],8775,64000,Diesel,Manual,Lucknow,White,First,Individual,1248,89.0,1750,FWD,3995.0,1790.0,1640.0,5.0,48.0
2,Maruti Suzuki,S-Presso VXi,6175,7942,Petrol,Manual,Thane,Red,First,Individual,998,67.0,3500,FWD,3565.0,1520.0,1564.0,5.0,27.0
6,Maruti Suzuki,Alto 800 Lxi,3445,52100,Petrol,Manual,Lucknow,White,First,Individual,796,47.0,3500,FWD,3395.0,1490.0,1475.0,5.0,35.0
4,Skoda,Rapid Ambition 1.6 TDI CR MT,12350,32809,Diesel,Manual,Coimbatore,Silver,First,Individual,1598,105.0,2500,FWD,4386.0,1699.0,1466.0,5.0,55.0
9,Toyota,Fortuner 3.0 4x2 AT,22750,101000,Diesel,Automatic,Jalandhar,White,First,Individual,2982,169.0,1400,RWD,4705.0,1840.0,1850.0,7.0,80.0
7,Audi,A3 35 TDI Premium Plus + Sunroof,28925,40500,Diesel,Automatic,Mumbai,White,First,Individual,1968,141.0,1750,FWD,4456.0,1796.0,1416.0,5.0,50.0
2,Jeep,Compass Sport 1.4 Petrol,22737,25700,Petrol,Manual,Karnal,Black,First,Corporate,1368,160.0,2500,FWD,4395.0,1818.0,1640.0,5.0,60.0
9,Mercedes-Benz,M-Class ML 250 CDI,29250,85000,Diesel,Automatic,Delhi,White,Second,Individual,2143,203.0,1600,AWD,4804.0,2141.0,1796.0,5.0,70.0
6,Hyundai,Elite i20 Asta 1.2 (O) [2016],8970,17268,Petrol,Manual,Nashik,Red,First,Individual,1197,82.0,4000,FWD,3985.0,1734.0,1505.0,5.0,45.0
6,Maruti Suzuki,Baleno Zeta 1.2,7293,68000,Petrol,Manual,Noida,Brown,First,Individual,1197,83.0,4000,FWD,3995.0,1745.0,1500.0,5.0,37.0
6,Maruti Suzuki,Swift DZire VXI AT,7735,44100,Petrol,Automatic,Mumbai,Silver,First,Corporate,1197,83.0,4000,FWD,3995.0,1695.0,1555.0,5.0,42.0
9,Hyundai,i20 Magna (O) 1.2,5850,23000,Petrol,Manual,Ahmedabad,Brown,First,Individual,1197,83.0,4000,FWD,3995.0,1710.0,1505.0,5.0,45.0
5,Mercedes-Benz,GLE 250 d,59670,95786,Diesel,Automatic,Delhi,Black,First,Individual,2143,201.0,1600,AWD,4819.0,2141.0,1796.0,5.0,93.0
7,Audi,Q3 35 TDI Technology,27950,95401,Diesel,Automatic,Bangalore,Black,First,Individual,1968,174.0,1750,AWD,4385.0,1831.0,1608.0,5.0,64.0
3,Kia,Seltos GTX Plus 1.4 DCT,24050,7000,Petrol,Automatic,Bangalore,Black,First,Individual,1353,138.0,1500,FWD,4315.0,1800.0,1645.0,5.0,50.0
6,Hyundai,Elantra SX (O) 2.0 AT,15275,24000,Petrol,Automatic,Mumbai,White,First,Individual,1999,150.0,4000,FWD,4620.0,1800.0,1465.0,5.0,50.0
8,Hyundai,Accent Executive,5200,41273,Petrol,Manual,Mumbai,White,First,Individual,1495,94.0,3500,FWD,4250.0,1670.0,1370.0,5.0,45.0
5,Hyundai,Creta SX 1.6 CRDi,14300,65954,Diesel,Manual,Pune,Red,First,Individual,1582,126.0,1500,FWD,4270.0,1780.0,1665.0,5.0,55.0
7,Hyundai,i10 Sportz 1.2 Kappa2,5135,28000,Petrol,Manual,Mumbai,Maroon,First,Individual,1197,79.0,4000,FWD,3585.0,1595.0,1550.0,5.0,35.0
2,Maruti Suzuki,S-Presso VXi Plus,5525,38848,Petrol,Manual,Panchkula,Silver,First,Individual,998,67.0,3500,FWD,3565.0,1520.0,1564.0,5.0,27.0
6,Toyota,Innova 2.4 ZX 7 STR [2016-2020],28470,30000,Diesel,Manual,Chennai,Maroon,First,Individual,2393,148.0,1400,RWD,4735.0,1830.0,1795.0,7.0,55.0
3,Lexus,ES 300h Exquisite [2020-2021],62400,27000,Hybrid,Automatic,Mumbai,Blue,First,Individual,2487,176.0,3600,FWD,4975.0,1865.0,1445.0,5.0,50.0
6,Maruti Suzuki,Swift DZire LXI (O),5473,69000,Petrol,Manual,Faridabad,Grey,First,Individual,1197,83.0,4000,FWD,3995.0,1695.0,1555.0,5.0,42.0
7,Hyundai,i20 Active 1.2 SX,7280,22700,Petrol,Manual,Mumbai,Red,First,Individual,1197,82.0,4000,FWD,3995.0,1760.0,1555.0,5.0,45.0
4,Audi,Q3 35 TDI quattro Technology,42250,41000,Diesel,Automatic,Hyderabad,White,Second,Individual,1968,184.0,1750,AWD,4385.0,1831.0,1608.0,5.0,64.0
9,Mahindra,Scorpio S10,11375,100000,Diesel,Manual,Mumbai,Red,Second,Individual,2179,120.0,1800,RWD,4456.0,1820.0,1995.0,8.0,60.0
5,Maruti Suzuki,Ciaz Alpha 1.4 MT,11687,13066,Petrol,Manual,Bangalore,Grey,First,Individual,1373,91.0,4000,FWD,4490.0,1730.0,1485.0,5.0,43.0
8,Renault,Duster 85 PS RxL,5525,75000,Diesel,Manual,Kanpur,Black,First,Individual,1461,84.0,1900,FWD,4315.0,1822.0,1695.0,5.0,50.0
4,Maruti Suzuki,S-Presso VXi (O),5525,53241,Petrol,Manual,Mirzapur,Grey,First,Individual,998,67.0,3500,FWD,3565.0,1520.0,1564.0,5.0,27.0
2,MINI,Countryman Cooper S JCW Inspired,50375,12000,Petrol,Automatic,Delhi,Green,First,Individual,1998,189.0,1350,FWD,4299.0,1822.0,1557.0,5.0,47.0
10,Honda,City 1.5 S MT,6500,65000,Petrol,Manual,Chennai,Brown,First,Individual,1497,116.0,4800,FWD,4440.0,1695.0,1485.0,5.0,42.0
11,Toyota,Fortuner 3.0 4x2 MT,15925,97000,Diesel,Manual,Jalandhar,White,Second,Individual,2982,169.0,1400,RWD,4705.0,1840.0,1850.0,7.0,80.0
6,Toyota,Innova 2.7 ZX AT 7 STR,23270,49000,Petrol,Automatic,Delhi,Maroon,Second,Individual,2694,164.0,4000,RWD,4735.0,1830.0,1795.0,7.0,65.0
10,Hyundai,Eon 1.0 Kappa Magna + [2014-2016],3120,64000,Petrol,Manual,Faizabad,White,First,Individual,998,68.0,3500,FWD,3515.0,1500.0,1510.0,5.0,32.0
4,Honda,Amaze 1.5 VX i-DTEC,12155,56000,Diesel,Manual,Hyderabad,White,First,Individual,1498,99.0,1750,FWD,3990.0,1680.0,1505.0,5.0,35.0
5,Maruti Suzuki,Baleno Alpha Automatic,10075,39000,Petrol,Automatic,Mumbai,Red,First,Individual,1197,82.0,4200,FWD,3995.0,1745.0,1510.0,5.0,37.0
6,Mahindra,Scorpio S4 1.99 [2016-2017],12350,55000,Diesel,Manual,Patna,White,Second,Individual,1997,120.0,1800,RWD,4456.0,1820.0,1995.0,8.0,60.0
5,Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,7137,53000,Petrol,Automatic,Hyderabad,White,Second,Individual,1197,81.0,4000,FWD,3765.0,1660.0,1520.0,5.0,43.0
2,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],8385,1374,CNG,Manual,Mumbai,Grey,First,Individual,1196,73.0,3000,RWD,3675.0,1475.0,1800.0,5.0,40.0
5,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],44200,68000,Diesel,Automatic,Hyderabad,White,First,Individual,1950,192.0,1600,RWD,4686.0,1810.0,1442.0,5.0,66.0
4,Hyundai,Elite i20 Sportz 1.2 [2016-2017],8385,35000,Petrol,Manual,Mumbai,Grey,First,Individual,1197,82.0,4000,FWD,3985.0,1734.0,1505.0,5.0,45.0
7,BMW,5-Series 520d M Sport,33800,39000,Diesel,Automatic,Delhi,White,First,Individual,1995,190.0,1750,RWD,4899.0,2094.0,1464.0,5.0,65.0
12,Audi,A4 2.0 TDI (177bhp) Premium,17875,62000,Diesel,Automatic,Chennai,White,First,Individual,1968,177.0,1750,FWD,4701.0,1826.0,1427.0,5.0,63.0
2,Honda,City V CVT Petrol [2017-2019],17420,11000,Petrol,Automatic,Mumbai,Black,First,Individual,1497,117.0,4600,FWD,4440.0,1695.0,1495.0,5.0,40.0
3,Maruti Suzuki,Swift ZXi Plus [2018-2019],10920,11000,Petrol,Manual,Bangalore,White,First,Individual,1197,82.0,4200,FWD,3840.0,1735.0,1530.0,5.0,37.0
9,Maruti Suzuki,Swift DZire VXI,6825,102000,Petrol,Manual,Salem,Grey,Second,Individual,1197,85.0,4000,FWD,3995.0,1695.0,1555.0,5.0,42.0
1,Maruti Suzuki,Eeco 7 STR STD (O),8125,7000,Petrol,Manual,Hyderabad,Grey,First,Individual,1196,72.0,3000,RWD,3675.0,1475.0,1825.0,7.0,40.0
11,Hyundai,Eon Sportz,2795,20000,Petrol,Manual,Mumbai,Grey,First,Individual,814,55.0,4000,FWD,3495.0,1550.0,1500.0,5.0,32.0
4,Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],7735,25000,Petrol,Manual,Hyderabad,Silver,First,Individual,1197,81.0,4000,FWD,3765.0,1660.0,1520.0,5.0,43.0
1,Audi,A4 Premium Plus 40 TFSI,53950,22000,Petrol,Automatic,Delhi,White,First,Individual,1984,188.0,1450,FWD,4762.0,1847.0,1433.0,5.0,54.0
5,Maruti Suzuki,Swift VDi,9750,65000,Diesel,Manual,Hyderabad,Blue,First,Individual,1248,74.0,2000,FWD,3840.0,1735.0,1530.0,5.0,37.0
10,Ford,Ecosport Titanium 1.5 Ti-VCT,7150,47000,Petrol,Manual,Indore,Black,First,Individual,1499,109.0,4400,FWD,3999.0,1765.0,1708.0,5.0,52.0
7,Renault,Duster 110 PS RXZ 4X2 MT Diesel,5850,2000000,Diesel,Manual,Ranchi,White,First,Individual,1461,108.0,2250,FWD,4315.0,1822.0,1695.0,5.0,50.0
5,Jaguar,XE Prestige Diesel,35100,45545,Diesel,Automatic,Chandigarh,Red,Second,Individual,1999,177.0,1750,RWD,4795.0,1967.0,1416.0,5.0,56.0
5,Mercedes-Benz,GLE 350 d,79950,18000,Diesel,Automatic,Chandigarh,Black,First,Individual,2987,255.0,1600,AWD,4819.0,2141.0,1796.0,5.0,93.0
9,Volkswagen,Polo Comfortline 1.2L (P),7345,72782,Petrol,Manual,Bangalore,Grey,First,Individual,1198,74.0,3750,FWD,3970.0,1682.0,1453.0,5.0,45.0
6,Maruti Suzuki,Alto VXi [2014-2019],4797,16800,Petrol,Manual,Mumbai,Grey,First,Individual,998,67.0,3500,FWD,3545.0,1490.0,1475.0,5.0,35.0
4,Toyota,Yaris V CVT,14170,40900,Petrol,Automatic,Pune,Red,First,Corporate,1496,106.0,4200,FWD,4425.0,1730.0,1495.0,5.0,42.0
6,Honda,WR-V VX MT Petrol,7540,39000,Petrol,Manual,Guwahati,White,First,Corporate,1199,89.0,4800,FWD,3999.0,1734.0,1601.0,5.0,40.0
7,BMW,X1 sDrive20d xLine,28587,77000,Diesel,Automatic,Surat,Black,First,Individual,1995,184.0,1750,RWD,4454.0,2044.0,1545.0,5.0,63.0
5,Mahindra,Scorpio S11 2WD 7 STR,16263,120000,Diesel,Manual,Ranchi,Black,Second,Individual,2179,140.0,1500,RWD,4456.0,1820.0,1995.0,7.0,60.0
6,Honda,Amaze 1.2 SX i-VTEC,7020,38700,Petrol,Manual,Meerut,Maroon,First,Individual,1198,87.0,4500,FWD,3990.0,1680.0,1505.0,5.0,35.0
2,Maruti Suzuki,XL6 Zeta MT Petrol,16185,7239,Petrol,Manual,Udupi,White,First,Individual,1462,103.0,4400,FWD,4445.0,1775.0,1700.0,6.0,45.0
3,BMW,3-Series 330i M Sport Edition,61737,14000,Petrol,Automatic,Mumbai,White,First,Individual,1998,248.0,1450,RWD,4633.0,1811.0,1429.0,5.0,57.0
9,Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,4745,76000,Petrol,Manual,Ernakulam,White,First,Individual,1197,81.0,4000,FWD,3765.0,1660.0,1520.0,5.0,43.0
3,BMW,2 Series Gran Coupe 220d M Sport [2020-2021],55900,11000,Diesel,Automatic,Pune,Blue,First,Individual,1995,188.0,1750,FWD,4526.0,1800.0,1420.0,5.0,50.0
4,Maruti Suzuki,Vitara Brezza VDi,10725,81300,Diesel,Manual,Ludhiana,White,First,Individual,1248,89.0,1750,FWD,3995.0,1790.0,1640.0,5.0,48.0
10,Volkswagen,Polo GT TDI,4225,76000,Diesel,Manual,Lucknow,White,First,Individual,1598,103.0,1500,FWD,3970.0,1682.0,1453.0,5.0,45.0
5,Tata,Tiago Revotron XM (O) [2016-2019],5200,91460,Petrol,Manual,Kanpur,Black,First,Individual,1199,84.0,3500,FWD,3746.0,1647.0,1535.0,5.0,35.0
5,Land Rover,Evoque HSE Dynamic,46800,45000,Diesel,Automatic,Delhi,Blue,First,Individual,1999,177.0,1750,AWD,4360.0,2120.0,1635.0,5.0,57.0
10,Mahindra,Scorpio LX BS-IV,8723,47000,Diesel,Manual,Patna,White,First,Individual,2179,120.0,1800,RWD,4430.0,1817.0,1975.0,8.0,60.0
5,Mercedes-Benz,GLC 220 d Progressive,44200,50000,Diesel,Automatic,Delhi,Blue,First,Individual,2143,168.0,1400,AWD,4656.0,1890.0,1639.0,5.0,66.0
6,Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,10075,60500,Petrol,Automatic,Surat,White,First,Individual,1197,103.0,1500,FWD,4390.0,1699.0,1467.0,5.0,55.0
9,Mercedes-Benz,M-Class 350 CDI,27950,81000,Diesel,Automatic,Ahmedabad,Grey,First,Individual,2987,234.0,1600,AWD,4781.0,1911.0,1774.0,5.0,95.0
3,MINI,Cooper D 5 Door,46670,19759,Diesel,Automatic,Coimbatore,Blue,First,Individual,1496,114.0,1750,FWD,3982.0,1727.0,1425.0,5.0,44.0
12,Toyota,Corolla Altis 1.8 G,4875,77000,Petrol,Manual,Faridabad,Silver,First,Individual,1794,132.0,4200,FWD,4540.0,1760.0,1480.0,5.0,55.0
